product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,case_size,display,battery_life,water_resistance,connectivity,health_features,sports_modes,features,description,purpose,image_url,product_url
400140,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,92199,93099,1,4.2,12048,In Stock,ShopWise Store,1 Year,Blue,42 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Women's Health Tracking, 100+ Sports Modes, Stress Monitoring, 5ATM Water Resistance","Garmin Forerunner 165 smartwatch featuring Women's Health Tracking, 100+ Sports Modes, Stress Monitoring, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400140.jpg,https://example.com/products/400140
400141,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,4899,9099,46,4.1,5994,In Stock,ShopWise Store,1 Year,Gold,44 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"100+ Sports Modes, Voice Assistant, Stress Monitoring, AMOLED Display","Fire-Boltt Invincible Plus smartwatch featuring 100+ Sports Modes, Voice Assistant, Stress Monitoring, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400141.jpg,https://example.com/products/400141
400142,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,15999,17699,10,4.8,4639,In Stock,ShopWise Store,1 Year,Blue,44 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"AMOLED Display, GPS, SpO2 Monitoring, Bluetooth Calling","Samsung Galaxy Watch Ultra smartwatch featuring AMOLED Display, GPS, SpO2 Monitoring, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400142.jpg,https://example.com/products/400142
400143,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,3699,8399,56,4.1,11096,In Stock,ShopWise Store,1 Year,Green,42 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Always-On Display, Women's Health Tracking, Voice Assistant, 100+ Sports Modes","boAt Lunar Connect smartwatch featuring Always-On Display, Women's Health Tracking, Voice Assistant, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400143.jpg,https://example.com/products/400143
400144,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,18299,20899,12,4.8,24610,In Stock,ShopWise Store,1 Year,Blue,41 mm,LCD,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Women's Health Tracking, GPS, SpO2 Monitoring, Voice Assistant","Samsung Galaxy Watch FE smartwatch featuring Women's Health Tracking, GPS, SpO2 Monitoring, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400144.jpg,https://example.com/products/400144
400145,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,39899,42999,7,4.4,13734,In Stock,ShopWise Store,1 Year,Pink,41 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"SpO2 Monitoring, Heart Rate Monitor, AMOLED Display, Bluetooth Calling","Samsung Galaxy Watch FE smartwatch featuring SpO2 Monitoring, Heart Rate Monitor, AMOLED Display, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400145.jpg,https://example.com/products/400145
400146,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,42500,45700,7,4.7,14071,In Stock,ShopWise Store,1 Year,Blue,42 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"SpO2 Monitoring, Always-On Display, AMOLED Display, Voice Assistant","Apple Watch Series 10 smartwatch featuring SpO2 Monitoring, Always-On Display, AMOLED Display, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400146.jpg,https://example.com/products/400146
400147,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,70900,72200,2,4.6,11576,In Stock,ShopWise Store,1 Year,Green,46 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Always-On Display, GPS, Stress Monitoring, Women's Health Tracking","Apple Watch Series 10 smartwatch featuring Always-On Display, GPS, Stress Monitoring, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400147.jpg,https://example.com/products/400147
400148,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,36999,40399,8,4.8,22994,In Stock,ShopWise Store,1 Year,Pink,42 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"GPS, Women's Health Tracking, AMOLED Display, Sleep Tracking","Garmin Venu 3 smartwatch featuring GPS, Women's Health Tracking, AMOLED Display, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400148.jpg,https://example.com/products/400148
400149,Noise ColorFit Ultra 3,Electronics,Smartwatch,Noise,ColorFit Ultra 3,2999,7699,61,4.3,20013,In Stock,ShopWise Store,1 Year,Gold,41 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Sleep Tracking, AMOLED Display, Women's Health Tracking, 5ATM Water Resistance","Noise ColorFit Ultra 3 smartwatch featuring Sleep Tracking, AMOLED Display, Women's Health Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400149.jpg,https://example.com/products/400149
400150,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,4699,6999,33,4.5,3124,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Women's Health Tracking, Heart Rate Monitor, Sleep Tracking, Always-On Display","Fire-Boltt Visionary smartwatch featuring Women's Health Tracking, Heart Rate Monitor, Sleep Tracking, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400150.jpg,https://example.com/products/400150
400151,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,56299,59499,5,4.3,18154,In Stock,ShopWise Store,1 Year,Gold,44 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Voice Assistant, 100+ Sports Modes, Heart Rate Monitor, Always-On Display","Garmin Forerunner 165 smartwatch featuring Voice Assistant, 100+ Sports Modes, Heart Rate Monitor, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400151.jpg,https://example.com/products/400151
400152,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,37999,42299,10,4.6,5156,In Stock,ShopWise Store,1 Year,Gold,44 mm,LCD,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"GPS, Sleep Tracking, Heart Rate Monitor, 5ATM Water Resistance","Samsung Galaxy Watch7 smartwatch featuring GPS, Sleep Tracking, Heart Rate Monitor, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400152.jpg,https://example.com/products/400152
400153,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,20299,23499,14,4.8,16636,In Stock,ShopWise Store,1 Year,Blue,41 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"5ATM Water Resistance, AMOLED Display, Women's Health Tracking, GPS","Samsung Galaxy Watch FE smartwatch featuring 5ATM Water Resistance, AMOLED Display, Women's Health Tracking, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400153.jpg,https://example.com/products/400153
400154,Garmin Fenix 8,Electronics,Smartwatch,Garmin,Fenix 8,30899,35299,12,4.4,12297,In Stock,ShopWise Store,1 Year,Blue,49 mm,LCD,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Always-On Display, Sleep Tracking, SpO2 Monitoring, Bluetooth Calling","Garmin Fenix 8 smartwatch featuring Always-On Display, Sleep Tracking, SpO2 Monitoring, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400154.jpg,https://example.com/products/400154
400155,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,7899,8799,10,4.2,10465,In Stock,ShopWise Store,1 Year,Pink,44 mm,AMOLED,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Bluetooth Calling, Heart Rate Monitor, 100+ Sports Modes, Sleep Tracking","Fire-Boltt Ninja Call Pro smartwatch featuring Bluetooth Calling, Heart Rate Monitor, 100+ Sports Modes, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400155.jpg,https://example.com/products/400155
400156,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,5599,8899,37,4.3,20223,In Stock,ShopWise Store,1 Year,Black,41 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"100+ Sports Modes, Heart Rate Monitor, Women's Health Tracking, 5ATM Water Resistance","Fire-Boltt Ninja Call Pro smartwatch featuring 100+ Sports Modes, Heart Rate Monitor, Women's Health Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400156.jpg,https://example.com/products/400156
400157,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,5899,7299,19,4.1,22947,In Stock,ShopWise Store,1 Year,Blue,44 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"AMOLED Display, Heart Rate Monitor, SpO2 Monitoring, GPS","boAt Wave Sigma smartwatch featuring AMOLED Display, Heart Rate Monitor, SpO2 Monitoring, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400157.jpg,https://example.com/products/400157
400158,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,46199,49899,7,4.6,17817,In Stock,ShopWise Store,1 Year,Blue,44 mm,LCD,5 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, Women's Health Tracking, 5ATM Water Resistance, Heart Rate Monitor","Samsung Galaxy Watch7 smartwatch featuring Stress Monitoring, Women's Health Tracking, 5ATM Water Resistance, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400158.jpg,https://example.com/products/400158
400159,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,4999,9799,49,4.9,22577,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"SpO2 Monitoring, Sleep Tracking, Stress Monitoring, 5ATM Water Resistance","Fire-Boltt Invincible Plus smartwatch featuring SpO2 Monitoring, Sleep Tracking, Stress Monitoring, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400159.jpg,https://example.com/products/400159
400160,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,2799,5499,49,5.0,19960,In Stock,ShopWise Store,1 Year,Green,46 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Bluetooth Calling, 5ATM Water Resistance, Always-On Display, Heart Rate Monitor","Fire-Boltt Invincible Plus smartwatch featuring Bluetooth Calling, 5ATM Water Resistance, Always-On Display, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400160.jpg,https://example.com/products/400160
400161,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,8199,9299,12,4.5,16478,In Stock,ShopWise Store,1 Year,Blue,41 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Heart Rate Monitor, 5ATM Water Resistance, Voice Assistant, SpO2 Monitoring","Amazfit GTR Mini smartwatch featuring Heart Rate Monitor, 5ATM Water Resistance, Voice Assistant, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400161.jpg,https://example.com/products/400161
400162,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,7799,8999,13,4.6,6858,In Stock,ShopWise Store,1 Year,Green,46 mm,LCD,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Voice Assistant, 5ATM Water Resistance, Sleep Tracking, Stress Monitoring","Noise ColorFit Pro 5 smartwatch featuring Voice Assistant, 5ATM Water Resistance, Sleep Tracking, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400162.jpg,https://example.com/products/400162
400163,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,3699,5499,33,4.8,11468,In Stock,ShopWise Store,1 Year,Gold,41 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Sleep Tracking, Voice Assistant, GPS, AMOLED Display","Noise ColorFit Pro 5 smartwatch featuring Sleep Tracking, Voice Assistant, GPS, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400163.jpg,https://example.com/products/400163
400164,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,28799,29699,3,4.5,4390,In Stock,ShopWise Store,1 Year,Green,49 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Women's Health Tracking, 5ATM Water Resistance, AMOLED Display, GPS","Garmin Forerunner 165 smartwatch featuring Women's Health Tracking, 5ATM Water Resistance, AMOLED Display, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400164.jpg,https://example.com/products/400164
400165,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,10399,15099,31,4.1,23238,In Stock,ShopWise Store,1 Year,Silver,49 mm,AMOLED,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, 100+ Sports Modes, Bluetooth Calling, AMOLED Display","Amazfit GTR Mini smartwatch featuring Stress Monitoring, 100+ Sports Modes, Bluetooth Calling, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400165.jpg,https://example.com/products/400165
400166,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,4999,8199,39,4.5,3335,In Stock,ShopWise Store,1 Year,Pink,44 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"SpO2 Monitoring, Always-On Display, Sleep Tracking, Heart Rate Monitor","Fire-Boltt Invincible Plus smartwatch featuring SpO2 Monitoring, Always-On Display, Sleep Tracking, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400166.jpg,https://example.com/products/400166
400167,Garmin Forerunner 165,Electronics,Smartwatch,Garmin,Forerunner 165,68799,73499,6,4.1,18127,In Stock,ShopWise Store,1 Year,Pink,41 mm,LCD,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"100+ Sports Modes, 5ATM Water Resistance, Always-On Display, Voice Assistant","Garmin Forerunner 165 smartwatch featuring 100+ Sports Modes, 5ATM Water Resistance, Always-On Display, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400167.jpg,https://example.com/products/400167
400168,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,43499,47199,8,4.7,4055,In Stock,ShopWise Store,1 Year,Gold,46 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Heart Rate Monitor, Stress Monitoring, 100+ Sports Modes, SpO2 Monitoring","Samsung Galaxy Watch FE smartwatch featuring Heart Rate Monitor, Stress Monitoring, 100+ Sports Modes, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400168.jpg,https://example.com/products/400168
400169,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,6299,10499,40,4.7,539,In Stock,ShopWise Store,1 Year,Black,49 mm,AMOLED,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Heart Rate Monitor, AMOLED Display, 5ATM Water Resistance, Voice Assistant","boAt Wave Sigma smartwatch featuring Heart Rate Monitor, AMOLED Display, 5ATM Water Resistance, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400169.jpg,https://example.com/products/400169
400170,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,3899,8199,52,4.7,16851,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Women's Health Tracking, SpO2 Monitoring, Sleep Tracking, Heart Rate Monitor","Noise ColorFit Pro 5 smartwatch featuring Women's Health Tracking, SpO2 Monitoring, Sleep Tracking, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400170.jpg,https://example.com/products/400170
400171,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,6799,10299,34,4.2,19594,In Stock,ShopWise Store,1 Year,Blue,44 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"AMOLED Display, GPS, Women's Health Tracking, Stress Monitoring","boAt Wave Sigma smartwatch featuring AMOLED Display, GPS, Women's Health Tracking, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400171.jpg,https://example.com/products/400171
400172,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,2999,4399,32,4.1,23173,In Stock,ShopWise Store,1 Year,Green,46 mm,LCD,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"SpO2 Monitoring, Heart Rate Monitor, AMOLED Display, Women's Health Tracking","boAt Lunar Connect smartwatch featuring SpO2 Monitoring, Heart Rate Monitor, AMOLED Display, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400172.jpg,https://example.com/products/400172
400173,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,5899,7999,26,4.5,22036,In Stock,ShopWise Store,1 Year,Black,46 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Stress Monitoring, Bluetooth Calling, Sleep Tracking, 100+ Sports Modes","Fire-Boltt Invincible Plus smartwatch featuring Stress Monitoring, Bluetooth Calling, Sleep Tracking, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400173.jpg,https://example.com/products/400173
400174,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,3099,6299,51,4.8,22635,In Stock,ShopWise Store,1 Year,Gold,44 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"GPS, 100+ Sports Modes, Sleep Tracking, 5ATM Water Resistance","Noise ColorFit Pro 5 smartwatch featuring GPS, 100+ Sports Modes, Sleep Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400174.jpg,https://example.com/products/400174
400175,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,6799,10499,35,4.7,24480,In Stock,ShopWise Store,1 Year,Green,44 mm,LCD,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"AMOLED Display, Bluetooth Calling, Stress Monitoring, Sleep Tracking","boAt Lunar Connect smartwatch featuring AMOLED Display, Bluetooth Calling, Stress Monitoring, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400175.jpg,https://example.com/products/400175
400176,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,5599,6299,11,4.5,19762,In Stock,ShopWise Store,1 Year,Black,42 mm,LCD,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"GPS, Women's Health Tracking, AMOLED Display, Voice Assistant","Fire-Boltt Visionary smartwatch featuring GPS, Women's Health Tracking, AMOLED Display, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400176.jpg,https://example.com/products/400176
400177,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,56399,60199,6,4.3,11035,In Stock,ShopWise Store,1 Year,Pink,44 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"GPS, 5ATM Water Resistance, AMOLED Display, 100+ Sports Modes","Samsung Galaxy Watch7 smartwatch featuring GPS, 5ATM Water Resistance, AMOLED Display, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400177.jpg,https://example.com/products/400177
400178,boAt Xtend Pro,Electronics,Smartwatch,boAt,Xtend Pro,2199,5099,57,5.0,8279,In Stock,ShopWise Store,1 Year,Blue,46 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"AMOLED Display, Sleep Tracking, Women's Health Tracking, Always-On Display","boAt Xtend Pro smartwatch featuring AMOLED Display, Sleep Tracking, Women's Health Tracking, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400178.jpg,https://example.com/products/400178
400179,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,43799,46699,6,4.1,11799,In Stock,ShopWise Store,1 Year,Pink,46 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"100+ Sports Modes, Sleep Tracking, Voice Assistant, Heart Rate Monitor","Samsung Galaxy Watch Ultra smartwatch featuring 100+ Sports Modes, Sleep Tracking, Voice Assistant, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400179.jpg,https://example.com/products/400179
400180,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,48500,51100,5,4.4,16843,In Stock,ShopWise Store,1 Year,Blue,49 mm,LCD,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Heart Rate Monitor, Bluetooth Calling, Stress Monitoring, Sleep Tracking","Apple Watch Series 10 smartwatch featuring Heart Rate Monitor, Bluetooth Calling, Stress Monitoring, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400180.jpg,https://example.com/products/400180
400181,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,7099,8999,21,4.4,23472,In Stock,ShopWise Store,1 Year,Gold,41 mm,AMOLED,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Stress Monitoring, Always-On Display, Women's Health Tracking, Voice Assistant","Noise ColorFit Pro 5 smartwatch featuring Stress Monitoring, Always-On Display, Women's Health Tracking, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400181.jpg,https://example.com/products/400181
400182,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,59799,63699,6,4.5,1937,In Stock,ShopWise Store,1 Year,Pink,49 mm,LCD,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, 100+ Sports Modes, AMOLED Display, 5ATM Water Resistance","Samsung Galaxy Watch Ultra smartwatch featuring Stress Monitoring, 100+ Sports Modes, AMOLED Display, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400182.jpg,https://example.com/products/400182
400183,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,24599,28099,12,4.6,7002,In Stock,ShopWise Store,1 Year,Silver,42 mm,AMOLED,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"AMOLED Display, 5ATM Water Resistance, SpO2 Monitoring, Heart Rate Monitor","Samsung Galaxy Watch7 smartwatch featuring AMOLED Display, 5ATM Water Resistance, SpO2 Monitoring, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400183.jpg,https://example.com/products/400183
400184,Amazfit Balance,Electronics,Smartwatch,Amazfit,Balance,22999,24899,8,4.5,3135,In Stock,ShopWise Store,1 Year,Silver,49 mm,LCD,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"GPS, Stress Monitoring, Heart Rate Monitor, 5ATM Water Resistance","Amazfit Balance smartwatch featuring GPS, Stress Monitoring, Heart Rate Monitor, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400184.jpg,https://example.com/products/400184
400185,Fire-Boltt Ninja Call Pro,Electronics,Smartwatch,Fire-Boltt,Ninja Call Pro,6699,9799,32,4.1,8850,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Always-On Display, SpO2 Monitoring, Bluetooth Calling, 5ATM Water Resistance","Fire-Boltt Ninja Call Pro smartwatch featuring Always-On Display, SpO2 Monitoring, Bluetooth Calling, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400185.jpg,https://example.com/products/400185
